,QuestionID,ReferenceAnswer,StudentAnswer,Score1,Score2,avg_score,max_score
340,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",By using slicing It reverses the given string,2,2,2.0,2
341,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It gives the list of all items in reverse order ,3,2,2.5,3
342,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It is used reverse the list,3,2,2.5,3
343,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It is used to reverse something,1,2,1.5,2
344,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It reverse the given list [slicing],3,2,2.5,3
345,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Reverse of  given list  ,3,2,2.5,3
346,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Reverse the elements in the list,3,2,2.5,3
347,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.","It means to start from the end, stepping backwards with one step at a time.",4,3,3.5,4
348,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It prints the give datatype in reverse order,3,3,3.0,3
349,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It represents the reversing the elements of the list ,2,3,2.5,3
350,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It reverse the list Or tuple Or string,4,3,3.5,4
351,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.","It reverses the string, list, tuple and dictionary except set. ",4,3,3.5,4
352,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Reverses the string or list ,4,3,3.5,4
353,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Reversing a mutable object,4,3,3.5,4
354,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",the given list or string in reverse order,3,3,3.0,3
355,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Which uses to reverse a datastructure in python.,4,3,3.5,4
356,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",It prints the reverse of string or it prints the elements in a list in reverse order,5,4,4.5,5
357,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.","It reverse a string, tuples and list.",4,4,4.0,4
358,PythonQ008,"It reverses any linearly orderd sequence in python. For example it reverses list, tuple and string.",Reverse all the elements wherever it is invoked in mutable collection objects.,5,5,5.0,5
359,PythonQ009,By using string's built-in method lower(),By using . lowercase (),0,0,0.0,0
360,PythonQ009,By using string's built-in method lower(),By using default user-defined function .toLowerCase(),1,0,0.5,1
361,PythonQ009,By using string's built-in method lower(),By using the inbuilt function casefold.,0,0,0.0,0
362,PythonQ009,By using string's built-in method lower(),Casefold(),0,0,0.0,0
363,PythonQ009,By using string's built-in method lower(),islower() method,0,0,0.0,0
364,PythonQ009,By using string's built-in method lower(),lowercase(),0,0,0.0,0
365,PythonQ009,By using string's built-in method lower(),"Using lowercase method
Casefold(string) ",1,0,0.5,1
366,PythonQ009,By using string's built-in method lower(),lower(),2,2,2.0,2
367,PythonQ009,By using string's built-in method lower(),lower(),2,2,2.0,2
368,PythonQ009,By using string's built-in method lower(),lower(),2,2,2.0,2
369,PythonQ009,By using string's built-in method lower(),lower() ,2,2,2.0,2
370,PythonQ009,By using string's built-in method lower(),Using lower() function ,3,2,2.5,3
371,PythonQ009,By using string's built-in method lower(),By using lower() method.,4,3,3.5,4
372,PythonQ009,By using string's built-in method lower(),By using string . Lower() ,4,3,3.5,4
373,PythonQ009,By using string's built-in method lower(),Lower(),2,3,2.5,3
374,PythonQ009,By using string's built-in method lower(),lower(),3,3,3.0,3
375,PythonQ009,By using string's built-in method lower(),lower(),3,3,3.0,3
376,PythonQ009,By using string's built-in method lower(),string.lower(),4,3,3.5,4
377,PythonQ009,By using string's built-in method lower(),String_name.lower(),3,3,3.0,3
378,PythonQ009,By using string's built-in method lower(),Stringname. lower,3,3,3.0,3
379,PythonQ009,By using string's built-in method lower(),Stringname. lower() ,3,3,3.0,3
380,PythonQ009,By using string's built-in method lower(),Using lower(),3,3,3.0,3
381,PythonQ009,By using string's built-in method lower(),"by ""lower()""function ",4,4,4.0,4
382,PythonQ009,By using string's built-in method lower(),By using a lower() operator,5,4,4.5,5
383,PythonQ009,By using string's built-in method lower(),"By using inbulit function  .lower() to a string 
Or 
By using the mathematical operation based on Ascii values.",5,4,4.5,5
384,PythonQ009,By using string's built-in method lower(),"s=input ()
a=s.lower()",4,4,4.0,4
385,PythonQ009,By using string's built-in method lower(),String copy as list and list change using lower() method in python. After list change in to string.,4,4,4.0,4
386,PythonQ009,By using string's built-in method lower(),String name.lower() use for convertion,4,4,4.0,4
387,PythonQ009,By using string's built-in method lower(),string.lower(),4,4,4.0,4
388,PythonQ009,By using string's built-in method lower(),string.lower() ,4,4,4.0,4
389,PythonQ009,By using string's built-in method lower(),string_name.lower(),4,4,4.0,4
390,PythonQ009,By using string's built-in method lower(),String_name.lower()   method is used,4,4,4.0,4
391,PythonQ009,By using string's built-in method lower(),Stringname.lower(),4,4,4.0,4
392,PythonQ009,By using string's built-in method lower(),Use .islower(),4,4,4.0,4
393,PythonQ009,By using string's built-in method lower(),Using  .lower(),4,4,4.0,4
394,PythonQ009,By using string's built-in method lower(),We can use python built-in function called lower() ,4,4,4.0,4
395,PythonQ009,By using string's built-in method lower()," lower() method is used to convert a string to lower case. lower() is added to the end of a Python string value.
Ex: a=""PYTHON IS VERY EASY"" 
       print(a.lower())",5,5,5.0,5
396,PythonQ009,By using string's built-in method lower(),By using a built-in function lower() we can change the string into lower case letters,5,5,5.0,5
397,PythonQ009,By using string's built-in method lower(),"By using lower method
For example str. Lower()",5,5,5.0,5
398,PythonQ009,By using string's built-in method lower(),By using string.lower() function,5,5,5.0,5
399,PythonQ009,By using string's built-in method lower(),lower() method is used to convert it into the lower case,5,5,5.0,5
400,PythonQ009,By using string's built-in method lower(),String.lower() converts entire string to lower case,5,5,5.0,5
401,PythonQ009,By using string's built-in method lower(),Using lower() function,5,5,5.0,5
402,PythonQ009,By using string's built-in method lower(),Using lower() we can convert string into lower case,5,5,5.0,5
403,PythonQ009,By using string's built-in method lower(),Using the in-built method .lower(),5,5,5.0,5
404,PythonQ009,By using string's built-in method lower(),We use .lower() method in python to represent a string in lower case letters,5,5,5.0,5
405,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",In operator check whether the value is true or false . Whether it belongs to the program or not ,1,0,0.5,1
406,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",return True if both the object refers to same variable,0,0,0.0,0
407,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check weather the given condition is within the range or not,1,0,0.5,1
408,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","In operator gives Boolean value true or false
",1,1,1.0,1
409,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Return true/false,1,1,1.0,1
410,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check the presence of required data in the dataset ,2,1,1.5,2
411,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check whether it is there in or not ,2,1,1.5,2
412,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",checks weather the given the item is exist in given data or not.,3,2,2.5,3
413,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",In is used to chek whether the given value or character is present or not,3,2,2.5,3
414,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is an inbuilt keyword in python.This is used to check whether a value exists in a given loop or lists.,3,2,2.5,3
415,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is used to check whether the specific element is exist or not. ,3,2,2.5,3
416,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",it is used to find whtether the element is there in the particular elements or not,3,2,2.5,3
417,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It verifies whether the character Or number that we specified is in that that list Or string Or tuple,3,2,2.5,3
418,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It will let us know weather the given elements in given data type,3,2,2.5,3
419,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Membership operator .,2,2,2.0,2
420,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",The purpose of in operator is to check whether it is present or not. ,3,2,2.5,3
421,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check if a value is existing or not,2,2,2.0,2
422,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check whether a item is present in a sequence or not.It returns boolean values,2,2,2.0,2
423,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To check whether the particular thing exists in large amount of data,3,2,2.5,3
424,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To find particular element present or not,3,2,2.5,3
425,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","""in"" operator used to verify value exists in sequence or not",4,3,3.5,4
426,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Check the given literal present in the text ,3,3,3.0,3
427,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Is used to check if a value is present in a sequence,4,3,3.5,4
428,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is used as membership opertor,3,3,3.0,3
429,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is used to check whether a value exists in a sequence or not.,4,3,3.5,4
430,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is used to check whether the given character or any element in the given datatype,4,3,3.5,4
431,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","It tells us that if particular element is present or not
It prints true if that is present and prints false it if doesn't present",4,3,3.5,4
432,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Returns true if specified value is present in given object.,3,3,3.0,3
433,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",to check if a value exists in a sequence or not,4,3,3.5,4
434,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",To find the presence of an element,3,3,3.0,3
435,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","""In"" operator is used to check that if a value exits in a squence r not.",4,4,4.0,4
436,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",Finding or checking the elements in data and if it is exist in data return True else Flase.,4,4,4.0,4
437,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",in operator is the membership operator.it is used to check existence of element.,5,4,4.5,5
438,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It checks whether the given item is in the required data set or not.,4,4,4.0,4
439,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","It gives Boolean value true or false 
For example in a list we can use ""in"" operator to check the certain elements present in that list or not",5,4,4.5,5
440,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is a membership operator which returns True if the element is present in the data structure and False if isn't present. ,5,4,4.5,5
441,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",it is a used check whether the element is present  or not in python collection,4,4,4.0,4
442,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is used to check if a value exists in a sequence or not,4,4,4.0,4
443,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It returns the Boolean value if the specified element is in the given data structure or not,4,4,4.0,4
444,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","To check that whether that specificed element is present in that sequence (list , tuple ,range)",4,4,4.0,4
445,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. "," ‘in’ operator is used to check if a value exists in a sequence or not. Gives  true if it finds a variable in the specified sequence and  otherwise it gives false.
list1=[1,2,3,4,5]
list2=[6,7,8,9]
for item in list1:
     if item in list2:
          print(""overlapping"")      
    else:
          print(""not overlapping"")
",5,5,5.0,5
446,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","""in"" is a membership operator in python,it is used to check the existence of element.",5,5,5.0,5
447,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","""in"" is membership operator it specifies whether the particular element is present in or not. ",5,5,5.0,5
448,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ","It is an membership operator, it tests if the given sequence is present or not. For eg: x in y",5,5,5.0,5
449,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",It is membership operator which tells about whether the element is inside the collection object or not,5,5,5.0,5
450,PythonQ010,"It is the membership operator and checks the presence of an object in anoter iterable object. lambda a,b : a+b is an anonymous function to calculate addition of two numbers. ",This is a membership operator in python used to check whether a certain element is present in a data structure or not ,5,5,5.0,5
451,PythonQ011,Anonymous functions are created using lambda keyword in python.,by using def,0,0,0.0,0
452,PythonQ011,Anonymous functions are created using lambda keyword in python.,i do not know the answer,0,0,0.0,0
453,PythonQ011,Anonymous functions are created using lambda keyword in python.,i dont know,0,0,0.0,0
454,PythonQ011,Anonymous functions are created using lambda keyword in python.,Labda key word used for anonymous functions.,0,0,0.0,0
455,PythonQ011,Anonymous functions are created using lambda keyword in python.,single line functions,0,0,0.0,0
456,PythonQ011,Anonymous functions are created using lambda keyword in python.,By using the keyword anonymous with single expression,1,1,1.0,1
457,PythonQ011,Anonymous functions are created using lambda keyword in python.,Variable=lambda (statement),3,2,2.5,3
458,PythonQ011,Anonymous functions are created using lambda keyword in python.,"Anonymous functions those create by using lamba (which are creating without name). Ex: x=6 z= lambda x:x*x
print(z) 
Output:36",4,3,3.5,4
459,PythonQ011,Anonymous functions are created using lambda keyword in python.,By using lambda.,3,3,3.0,3
460,PythonQ011,Anonymous functions are created using lambda keyword in python.,lambda function,3,3,3.0,3
461,PythonQ011,Anonymous functions are created using lambda keyword in python.,Lambda function,4,3,3.5,4
462,PythonQ011,Anonymous functions are created using lambda keyword in python.,using lambda,3,3,3.0,3
463,PythonQ011,Anonymous functions are created using lambda keyword in python.,Using lambda function,4,3,3.5,4
464,PythonQ011,Anonymous functions are created using lambda keyword in python.,Anonymous functions is a function defined without a name defined using lambda function,4,4,4.0,4
465,PythonQ011,Anonymous functions are created using lambda keyword in python.,"By using ""lambda function""",4,4,4.0,4
466,PythonQ011,Anonymous functions are created using lambda keyword in python.,Lambda argument:expression,5,4,4.5,5
467,PythonQ011,Anonymous functions are created using lambda keyword in python.,Lambda arguments: expression,4,4,4.0,4
468,PythonQ011,Anonymous functions are created using lambda keyword in python.,Using lambda functions,4,4,4.0,4
469,PythonQ011,Anonymous functions are created using lambda keyword in python.,Using lambda functions,4,4,4.0,4
470,PythonQ011,Anonymous functions are created using lambda keyword in python.,Using lambda keyword.,4,4,4.0,4
471,PythonQ011,Anonymous functions are created using lambda keyword in python.,"anonymous function is a function that is defined without a name. We know that  normal functions are defined using the def keyword , anonymous functions are defined using the lambda keyword. Therefore anonymous functions are also called lambda functions.",5,5,5.0,5
472,PythonQ011,Anonymous functions are created using lambda keyword in python.,Anonymous function is nothing but the lambda functions. It creates by using keyword lambda. It doesn't have name. It can take multiple arguments. It doesn't have return function.,5,5,5.0,5
473,PythonQ011,Anonymous functions are created using lambda keyword in python.,Anonymous function means lambda function.we use lambda keyword to create these functions,5,5,5.0,5
474,PythonQ011,Anonymous functions are created using lambda keyword in python.,"Anonymous functions is nothing but lambda functions
To create anonymous function
Using lamda keyword
Lamda arguments:expression",5,5,5.0,5
475,PythonQ011,Anonymous functions are created using lambda keyword in python.,By defining the function with lambda keyword,5,5,5.0,5
476,PythonQ011,Anonymous functions are created using lambda keyword in python.,"Lambda function,in a single line.
 Ex:{X:X in for i in range(0,6)}",5,5,5.0,5
477,PythonQ011,Anonymous functions are created using lambda keyword in python.,"Syntax:
         lambda arguments: expression
Ex:
  P=lambda x:x+2
 print(p(5)) 
Output: 7",5,5,5.0,5
478,PythonQ011,Anonymous functions are created using lambda keyword in python.,These functions are called anonymous because they are not declared in the standard manner by using the def keyword. You can use the lambda keyword to create small anonymous functions. Lambda forms can take any number of arguments but return just one value in the form of an expression.30-Jan-2020,5,5,5.0,5
479,PythonQ011,Anonymous functions are created using lambda keyword in python.,"We create anonymous functions using lambda keyword.
For example:lambda(arguments): expression.",5,5,5.0,5
480,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",it is a function,0,0,0.0,0
481,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",module is a class,0,0,0.0,0
482,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module is name of file with extension,0,0,0.0,0
483,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",We usually use two module ,0,0,0.0,0
484,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module in python is nothing but the file exists in program,2,1,1.5,2
485,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Predefined set of instructions,2,1,1.5,2
486,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",A library,2,2,2.0,2
487,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.","a module is a file which contains set of instructions in that to do a particular task
",3,2,2.5,3
488,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Group of libraries,3,2,2.5,3
489,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Library,2,2,2.0,2
490,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module means it contains set of functions. ,3,2,2.5,3
491,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Group of functions that is reusable at any time,4,3,3.5,4
492,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",It is a set of functions and varibles,3,3,3.0,3
493,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module is a file containing python code.,3,3,3.0,3
494,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",module is a file containing set of predefined code,4,3,3.5,4
495,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module is a simple file with extension .py,4,3,3.5,4
496,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Module means a file contains python code,4,3,3.5,4
497,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",They are some sort of libraries in python ,3,3,3.0,3
498,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",A module in python consists of set of functions to be executed wherever necessary in the main by importing it. ,4,4,4.0,4
499,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",A module is a file consisting of python code,4,4,4.0,4
500,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",Library or any other python function in which blocks of code is written,4,4,4.0,4
501,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",These are generally files that contain some python code.They have extension .py,5,4,4.5,5
502,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.",They contain python code which is stored with the extension. Py,4,4,4.0,4
503,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.","
We import modules to break down large programs into small manageable programs. 
Modules itself has a python code. ",5,5,5.0,5
504,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.","A module in python is a file with extension "".py"". In python we have some built modules like math library etc .",5,5,5.0,5
505,PythonQ012,"Modules are the files with "".py"" extension. The code in the modules can be imported in other python programs.","a module is a file which contains Python code. It defines functions, classes, and variables.",5,5,5.0,5
506,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,it is a dictionary,0,0,0.0,0
507,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,it is a ordered datastructure,0,0,0.0,0
508,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"list, tuple , string",0,0,0.0,0
509,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"Simply put, a module is a file consisting of Python code. It can define functions, classes, and variables, and can also include runnable code. Any Python file can be referenced as a module. A file containing Python code, for example: test.py , is called a module, and its name would be test .",0,0,0.0,0
510,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"We have 4 data structures usually tuples, lists,sets, dictionaries",0,0,0.0,0
511,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,An unordered collection,2,1,1.5,2
512,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,Dict={},1,1,1.0,1
513,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,dictionary is used to allacate  a value or string  to other values or strings,2,1,1.5,2
514,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,It has key value pair,2,1,1.5,2
515,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,it is a data structure of python,1,1,1.0,1
516,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,They have key and value pair ,2,1,1.5,2
517,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,It is a key value pair { : },2,2,2.0,2
518,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,Dictionary is a mutable data structure that contains keys and values ,4,3,3.5,4
519,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,Dictionary is unordered and it is mutable. It consists of keys and values.,4,3,3.5,4
520,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,It contains key value pairs  to represent the data and they are enclosed with {},4,3,3.5,4
521,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"It is represented by {}.
It contains keys and values.
It is mutable.
It does not allow duplicates.",4,3,3.5,4
522,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,It stores data as{ keys: values} type.,3,3,3.0,3
523,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,These have unordered and mutable elements.flower brackets are used to represent these.,4,3,3.5,4
524,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"1.These are mutable
2.unordered collection of elements
3.keys are imutable where values are mutable",5,4,4.5,5
525,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"Data structure which have keys with values,keys are immutable and values are mutable. Eg: {x:2,a:3}",4,4,4.0,4
526,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,"Dictionary in python is an mutable data structure which is structured as a key value pair
And can access value in it with appropriate key along with name of Dictionary.",5,4,4.5,5
527,PythonQ013,Dictionary is an unordered collection of key-value pairs. Keys are immutable objects and values can be mutable or immutable. A dictionary contains unique keys in it. An empty dictionary is represented with {} or dict() in python.,Dictionary in python is unordered collection with elements seperated by a comma and stored as a key-value pair,4,4,4.0,4
