QuestionID,StudentAnswer,Score1,Score2
BasicML018,EDA is used by data scientists to analyze and investigate data sets and summarize their main characteristics,5,5
BasicML043,"either of the array(), arange() or linspace() numpy functions.",4,4
BasicML017,errors,0,0
BasicML025,Evaluate machine learning models on a limited data sample.,2,2
BasicML025,Evaluation of the model by dividing the data into segments.,4,4
BasicML018,explora a data,0,0
BasicML009,"Exploratory analysis bis what u do to understand and get familiar with u r data and get information
Explanatory anylysis is why u do once have found something Interesting and want to do more about it.",3,3
BasicML009,"Exploratory analysis is done while searching for insights and used to find the answer to many questions. Explanatory analysis is performed to provide the accurate, insightful and visually appealing results to others.",5,5
BasicML009,"Exploratory analysis is done while searching for insights and used to find the answer to many questions. The plots of exploratory analysis need not be visually appealing. Explanatory analysis is performed to provide the accurate, insightful and visually appealing results to others.",5,5
BasicML009,"Exploratory analysis is the way of learning from various datasets.
Explanatory analysis is explaining the datasets ",5,5
BasicML009,Exploratory analysis is used to understand the data and cleaning the data and knowing the relationship between variables.it is user analysis.when it comes to explanatory analysis we have to explain the data we understand to the people.,5,5
BasicML009,Exploratory analysis is used to visualise the data or to explore it whereas the explonatory is used when we find the data is interesting,0,0
BasicML009,Exploratory Analysis is what is to be done with data. Explanatory analysis is something like telling a story from the data,2,3
BasicML018,Exploratory analysis is what you do to understand and get familiar with your data and generate information,3,3
BasicML018,"exploratory analysis is what you do to understand and get familiar with your data and
generate information.",4,4
BasicML009,"exploratory analysis means to explore it which means data sourcing,datcleaningetc..,explanatory means which is used to explain like excplaining for a group of persons by using visualisation charts such as pie chart ,histogram,barchaertetc..,",2,3
BasicML009,"Exploratory anaylysis is performed the ML Engineer to understand the data, whereas explanatory anlysis is performed to present insights of the data to the outside world in a more understandable manner.",5,5
BasicML018,"Exploratory Data Analysis  is an approach to analyze the data using 
visual techniques. It is used to discov er trends,patterns, or ti check assumptions with the help of statistical summary 
and graphical representations.",5,5
BasicML018,"Exploratory Data Analysis (EDA) is used to analyze, investigate and summarize main characteristics of the dataset by employing data visualizaton methods. ",5,5
BasicML018,"Exploratory Data Analysis (EDA) is used to analyze, investigate and summarize main characteristics of the dataset by employing data visualizaton methods. It is used to discover the trends, patterns, or to check assumptions in the data.",5,5
BasicML018,exploratory data analysis analyse the data  from various techniques,2,2
BasicML018,Exploratory data analysis is a process where one learns about the data,3,3
BasicML018,Exploratory data analysis is learning from a dataset.,2,1
BasicML018,Exploratory data analysis is what we are find interesting and to do more about that one and gives efficient output,3,3
BasicML018,"Exploratory Data Analysis means analyzing the data and understanding.
",4,3
BasicML009,"Exploratory is the thing which we do to test the data,make works on the dataset which we have and we can use isnull() method and many more to help the data",2,2
BasicML009,Exploratory means understanding the data whereas explanatory means conveying the the data in  detail to other.,4,4
BasicML009,"Exploratory: analysis is what you do to understand and get familiar with your data and
 generate information.
Explanatory: analysis is what you do once you have found something interesting and want to
 know more about it.",5,5
BasicML009,"Exploratory-exploring data to understand it
Explanatory-to do analysis on data after knowing it",3,4
BasicML038,Extract clean explore analysis share,3,3
BasicML032,Extract unique values,4,3
BasicML038,"Extract,Clean,Analyze,Export,Share",4,4
BasicML042,F1 score,1,1
BasicML003,"feature. mean()
",3,3
BasicML015,"Features of pandas are data clean up ,joining and merging datasets",2,2
BasicML004,Filename.head(),3,4
BasicML043,first importing the numpy library ad np after that using function np.arange( ) it will print  our one dimensional array.,3,3
BasicML008,for example if we t6ake the countrys poopulaton as a data set for persons who have home or not in a country if we tak ethe total indias popuylation to test and analyse througjh data visualisation it is called populartion if we take some persons from each state ranomnly then the pesons who are take is known as sample.i think this helps you understand the differeence betweeen thwe population and sample ,3,3
BasicML049,For splitting data/array into two or more,3,3
BasicML044,For the univariate analysis we can use histogram scatter plot and box plot and villion plot,4,4
BasicML022,"For this calculation of precision, you need to determine how close each value is to the mean. subtract the mean from each number. ",0,0
BasicML005,Free source for programming,1,0
BasicML044,"Frequency distribution tables,
Bar charts,
Histograms,
Pie charts.",4,3
BasicML044,"Frequency distribution tables.
Bar charts.
Histograms.
Pie charts.",3,3
BasicML044,"Frequency distribution tables.
Bar charts.
Histograms.
Pie charts.",4,3
BasicML003,"Generally mean is calculated by ""sum of observations"" / no.of observations.",3,3
BasicML018,get more familiar data and to generate information ,1,1
BasicML034,Gives a good graphical image of the data,2,1
BasicML030,Gives clear understanding of the data through plots and graphs.,3,3
BasicML030,Gives information in map or graphs.This helps the data to look more natural,3,3
BasicML030,Gives is clear idea of what information means by giving it visualise the data,3,2
BasicML034,gives the good graphical image of the concentration of the data.,3,3
BasicML045,Gives the relation between two axis .,0,0
BasicML046,Good data visualisation there should be made that but the values in the data set should not be zero if most of the date value in a data set zeros then then it does not give good correlation so we have to remove all the values whose value 0 to remove all this have to identify the columns having most number of zeros and by using is null method we have to remove the zeros it is called it with the given data then the null values are replaced by the most frequently used values or appeared values,0,0
BasicML005,google colab is a very best platform i have ever known .it is used to explain how to use programming to solve a real world problem it avts as kernel so that we can code in different cells but it works as a single code by diiferntiating them with cells we can let the visitors know the step by step code of the program and also we can explain them the code by using text i.e it alows to write the text in between the cells to explain the code how to write and why to write and what to write it allows you to differentiate the text also by using the markdowns which the text to make it like a heading or sub-headibng .the main advantage of this is we can edit thee text and code any time in thebook create by us in the colab anytime and anywhwere by using of your concerened gmail,4,3
BasicML034,graphical representation numerical data using quartiles for variability.,4,3
BasicML045,Graphical representation of group of datapoints it is done by collecting many data points and arranging them in ranges.,4,4
BasicML015,"Great Data Handling, Handling of missing data , Data clean up, joining and merging datasets",3,3
BasicML015,"Great data handling, handling of missing data and merging data sets",2,2
BasicML015,"great data handling,handling of missing data and merging data sets",3,3
BasicML015,"Great data handling,Handling of missing data,Data clean-up,Joining
and Merging Datasets.",5,5
BasicML024,grouping of data from a sample.,0,0
BasicML015,handling  missing data,1,1
BasicML015,"Handling missing data
Cleaning up data
Indexing",3,3
BasicML015,"Handling missing data
Great data handling
Joining and mergeing datasets",3,3
BasicML015,Handling of datas that means for data manipulation,1,1
BasicML015,"Handling of missing data
Merging datasets
Data clean up
Joining datasets",4,4
BasicML032,handling of missing data.,0,0
BasicML015,"Handling the data,merging the data set handling the missing value etc ",3,2
BasicML031,heat map shows the behaviour of the user on specific webpages.,2,2
BasicML031,Heat Maps are graphical representations of data that utilize color-coded systems. The primary purpose of Heat Maps is to better visualize the volume of locations or events within a dataset and assist in directing viewers towards areas on data visulaizations that matter most.,5,5
BasicML031,Heat Maps are graphical representations of data that utilize color-coded systems. The primary purpose of Heat Maps is to better visualize the volume of locations or events within a dataset and assist in directing viewers towards areas on data visulaizations that matter most.,5,5
BasicML031,Heat maps are used in various forms .but mostly used to show user behavior on specific web pages templates.,3,3
BasicML031,Heatmaps are used in various forms of analysis and are most commonly used to show user behaviour. These can be used to show where users have clicked on page and how far they scrolled down a page.,4,4
BasicML031,Heatmaps are used in various forms of analytcis but are most commonly used to show user behaviour on specific webpages or webpage templates.,4,4
BasicML031,Heatmaps are used in various forms of analytical but are mostly used to show user behaviour. ,3,3
BasicML031,"Heatmaps are used in various forms of analytics but are most 
commonly used to show user behavior on specific webpages or 
webpage templates",4,4
BasicML031,"Heatmaps are used in various forms of analytics but are most 
commonly used to show user behavior on specific webpages or 
webpage templates. Heatmaps can be used to show where users 
have clicked on a page, how far they have scrolled down a page or 
used to display the results of eye-tracking tests.",5,5
BasicML031,"Heatmaps are used in various forms of analytics but are most 
commonly used to show user behavior on specific webpages or 
webpage templates. Heatmaps can be used to show where users 
have clicked on a page, how far they have scrolled down a page or 
used to display the results of eye-tracking tests.",5,5
BasicML031,"Heatmaps are used in various forms of analytics but are most
commonly used to show user behavior on specific webpages.",3,3
BasicML031,Heatmaps are used to show user behavior on specific web pages,2,2
BasicML031,Heatmaps are used to show user behaviour on webtemplates or on webpages by saying how far the user scrolled or where the user clicked like that.,3,3
BasicML031,"Heatmaps can be used to show where users have clicked on page, how far they have scrolled down a page or used to display the results of eye tracking tests",4,3
BasicML031,"Heatmaps can be used to show where users
have clicked on a page, how far they have scrolled down a page",3,2
BasicML031,"Heatmaps visualise data through variations in colouring. When applied to a tabular format, Heatmaps are useful for cross-examining multivariate data, through placing variables in the rows and columns and colouring the cells within the table. Heatmaps are good for showing variance across multiple variables, revealing any patterns, displaying whether any variables are similar to each other, and for detecting if any correlations exist in-between them.",5,5
BasicML031,Heats maps are used to represent the dataset  using colours ,2,2
BasicML039,high frequency or appears more frequently is called mode,4,4
BasicML045,histogram is a graphical representation that organizes a group of data points into user-specified ranges.,4,4
BasicML045,"histogram is a graphical representation that organizes a group of data points into user-specified ranges. Similar in appearance to a bar graph, the histogram condenses a data series into an easily interpreted visual by taking many data points and grouping them into logical ranges or bins.",5,5
BasicML045,Histogram is a graphical representation that specifies an information as data into some specific ranges. Histogram looks like a bar graph. In other words histogram is similar to the bar graph.,4,4
BasicML045,"Histogram is represent specified data in the form of graphs so that we can visualize the data in a easy manner. It can be used for doing Univariate analysis on 
quantitative data",3,2
BasicML045,Histogram is the graphical representation of data where data is grouped into continuous number ranges and each range corresponds to a vertical bar.,5,5
BasicML045,histogram is used to compare two variables at a time accurately for a datum in a data,0,0
BasicML045,Histogram is used to dispay the count(analytics) of data. It is similar to bar chart.,3,3
BasicML045,Histogram is used to represent the data in graphical form. It takes two variables on x-plane and y-plane. The basic difference between histogram and barchart is that there will be no gap between bars in histogram but there will be gap between every two bars in bar chart.,5,5
BasicML045,histogram is used to show the data into frequency of distributions,4,4
BasicML045,Histogram it look similar to bar graph and it it is used to condense the given data into  graphic using statistics,4,4
BasicML045,Histogram provides the  organised data from the user specified range,2,2
BasicML037,"Histogram, scatter plot etc",3,2
BasicML044,"Histogram,bar graph,IQR",3,3
BasicML044,"Histogram,scatterplot",2,2
BasicML044,"Histograms, linear plots, bar graphs",3,3
BasicML037,"Histograms,bar graphs",3,3
BasicML037,"Histograms,scatter plot,box plot,violion plot",5,5
BasicML037,"histograms,scatterplot",3,3
BasicML037,"Histograms,Scatterplot,Boxplot",5,4
BasicML044,"histplot,barpklot etc..,",1,1
BasicML002,I like kaggle because it provide free courses to learn and to acquire skills and also we can get a certificate after completing the course which was very encouraging and also it will provide competitions to participate (till not participate) and it will provide datasets so we can download and can check the requirements which we want,3,2
BasicML002,"I like kaggle. It offering so many course and data set , compitition etc without the any fee. ",5,5
BasicML027,"If a machine learns in a random manner , it is called Unsupervised Learning.",1,1
BasicML020,If the class count is two then binary classfication and if the class count is more than two then the classification is multiclass,4,3
BasicML047,If the given data is named then it is known as nominal data. This data can be divided intlo various groups.this data is not measured. There are no common elements,4,4
BasicML008,If the whole data is taken for analysing then it is population.if a part of the data is taken for analysis then it is called sample.,5,5
BasicML022,"If you want to tell which set of data is more precise, find the range (the difference between the highest and lowest scores)",0,0
BasicML043,"Import bumpy as np
X=no.arange(3,10,2)
Print(x)",4,3
BasicML043,"import numpy 
l=np.array([0, 1, 2, 3, 4, 5, 6, 7, 8, 9])
print(l)",4,4
BasicML043,"import numpy as np
a=np.array([1,2,3])
print(a)",4,3
BasicML043,"Import numpy as np
np.array()",2,2
BasicML043,"import numpy
take a list of numbers
array = numpy.array(list)
List of numbers can be  like [1,2,3]",4,4
BasicML043,"Import numpy
Take a list of numbers
List=[1,2,3,4]
Arr=numpy.array(List)",5,5
BasicML013,Import pandas ,0,0
BasicML013,"import pandas as pd
Pd. read_csv(""filene. csv"")",5,5
BasicML013,"Import pandas as pd
Pd.read CSV(file name.csv)",4,4
BasicML013,"Import pandas as pd
Pd.read_csv(""filename.csv"")",5,5
BasicML013,"import pandas as pd
pd.read_csv(""filename.csv"")",5,5
BasicML013,"import pandas as pd
pd.read_csv(""filename.csv"")",5,5
BasicML013,"import pandas
pandas.read_csv(""filename.csv"")",5,5
BasicML013,"Import pandas
pd.read_csv(""filename.csv"")",5,5
BasicML030,"Importance of data visualization are:
It helps us to understand data easily
It gives visual representation of data by using plots
By using this we can tell a story on our own",5,5
BasicML043,"Importing the module 
Creating the list 
Creating 1D array",2,1
BasicML043,"importing the module
creating the list 
creating 1-d array 
",1,1
BasicML020,In binary classification examples will have two classes whereas in multiclass classification examples have more than two classes,5,5
BasicML020,In binary classification we have only two classes but in multiclass classification we have more than two classes. ,4,4
BasicML005,"In colab we write both code and text 
We easily share colab notebooks
We easily through these notebooks to GitHub
It's is very usefull to python programers.",5,5
BasicML017,In observation that lies an abnormal distance from the other value in a random sample from a population ,5,5
BasicML025,In simpler terms check-ing trained model with validation dataset to check whether the output is valid or not,3,2
BasicML019,"In type of machine learning,we train the machine with the data along with LABELS.",2,2
BasicML027,In unsupervised learning with must look for patterns in a dataset with no labels.,3,2
BasicML015,Indexing and handling of missing data,2,2
BasicML006,Information of a topic represented in table in rows and columns,1,1
BasicML005,Is an website it helps us a lot,0,1
BasicML047,"Is is derived from quantitative data,it is untangable (can't touch) 
For ex: sad, happy etc",0,0
BasicML046,is null method is used to know whether the element in the cell has a value or a null value. it will rep[resent null and non-null by using boolean values if it is a null value it will give true otherwise it will give false,5,5
BasicML046,isnull function detect missing values in the given series object. Missing values gets mapped to True and non-missing values gets mapped to False,5,5
BasicML046,Isnull return whether there are any null values present in data,4,4
BasicML046,isnull( ) returns all the null values (missing values).,2,2
BasicML046,"isnull() function detect missing values in the given series object. It 
return a boolean same-sized object indicating if the values are NA. 
Missing values gets mapped to True and non-missing value gets 
mapped to False",5,5
BasicML046,"isnull() function detect missing values in the given series object. It 
return a boolean same-sized object indicating if the values are NA. 
Missing values gets mapped to True and non-missing value gets 
mapped to False.",5,5
BasicML046,"isnull() function detect missing values in the given series object. It 
return a boolean same-sized object indicating if the values are NA. 
Missing values gets mapped to True and non-missing value gets 
mapped to False.",5,5
BasicML046,isnull() function detect missing values in the given series object. It return a boolean same-sized object indicating if the values are NA. Missing values gets mapped to True and non-missing value gets mapped to False,5,5
BasicML046,"isnull() function detect missing values in the given series object.Missing values gets mapped to True and non-missing value gets 
mapped to False.",5,5
BasicML046,isnull() is used to find the null values in a given dataframe and the syntax will be dataframe.isnull().,5,5
BasicML046,isnull() method is used to check and manage NULL values in a dataframe.,5,5
BasicML046,isnull() method is used to check and manage NULL values in a dataframe.,5,5
BasicML046,isnull() method is used to find and identify the missing values in the given object,5,5
BasicML046,isnull() method is used to return the null values present in the data set,5,5
BasicML030,It  gives us a clear idea of what the information means by giving it visual context through maps or graphs,3,3
BasicML016,It can be used to show relationship between two variables,2,2
BasicML023,It can be utilised to perform a number of mathematical operations on arrays,2,1
BasicML026,It defined as the ratio of number of correct predictions to the total number of pridiction,4,4
BasicML046,It detects the missing values in the given series,3,3
BasicML025,It divide  data variables into two segments,2,2
BasicML034,It gives a graphical image of concentration of the data,3,3
BasicML030,It gives clear idea on informations through graph or maps ,3,2
BasicML034,It gives good graphical image of data.,1,0
BasicML016,It gives the correlation,2,1
BasicML033,It gives the difference between the actual value  and predicted value,3,3
BasicML032,it gives the unique values present in the dataset,4,4
BasicML032,it gives unique value from the given dataset,3,2
BasicML034,It gives us good graphical image,1,0
BasicML027,It has output with clustering and patterns from the features input,2,1
BasicML039,It has the highest frequency or high peak value or which appears more frequently.,4,4
BasicML032,It identify the unique values,2,2
BasicML045,It is  one of the graphical representation of  numerical data,1,1
BasicML001,It is a branch of artificial intelligence and computer science,2,1
BasicML049,it is a function which splits data arrays into two subsets for training data and for testing data.,5,5
BasicML045,It is a graphical representation,1,1
BasicML027,It is a kind of machine learning model must look for patterns in data set with no lables and with minimum human supervision. ,4,4
BasicML027,It is a kind of machine learning.modal look for patterns in a dataset with no labels and minimal human supervision.,4,3
BasicML047,It is a labeled data that is divided into groups and data is assigned to multiple groups and these groups have no common elements,4,3
BasicML047,It is a labeled or named data which can be divided into various groups.,3,2
BasicML047,"It is a labelled data which can be divided into various groups that do not overlap. Data is not evaluated here, it is just assigned to multiple groups and these groups are unique and have no common elements",4,4
BasicML028,It is a library that has a multidimensional array object ,2,2
BasicML025,It is a method of comparative learning and is is easy to evaluate.,2,2
BasicML049,"It is a method used for performing machine learning algorithm. It is used in classification or regression problems. It can be also used for supevised learning algorithms. It takes data and split data into two sunsets, train and test",5,5
BasicML046,It is a method which is used  to find missing values in given series object.,5,5
BasicML001,"It is a part of A.I, it uses the historical data to predict the out put",4,3
BasicML001,It is a part of AI .which learn the things datasets provided and gave a predicted outcome .,2,3
BasicML001,"It is a part of al. It contains of data , algorithm and prediction. ",1,2
BasicML028,"It is a Python library that provides a multidimensional array object, 
various derived objects",3,3
BasicML028,"It is a Python library that provides a multidimensional array object, 
various derived objects.",3,3
BasicML028,"It is a python Library that provides a multidimensional array object, various derived objects",3,2
BasicML028,"It is a Python library that provides a multidimensional array object,
various derived objects ",3,3
BasicML028,It is a python library that provides a multidimensional array object.,3,3
BasicML016,It is a set of points that represents the values of two different variables plotted on horizantal and vertical axes,1,1
BasicML024,It is a supervised learning approach in which machine learns from labeled data,4,3
BasicML001,It is a supervised learning which we'll train a machine to get learned.,2,1
BasicML019,It is a type of machine learning in which machines are trained using well labelled training data,4,4
BasicML019,It is a type of machine learning it learns from labels,1,1
BasicML026,It is a value that gives the measure of correct predictions by a machine rationed to the total predictions.,5,5
BasicML049,"It is about taking  a data , training and testing the data for machine learning algorithm.",0,0
BasicML047,It is also called as labled or named data in which data can be divided into groups and data is not measured or evaluated.,4,4
BasicML034,It is also called box and whisker plots or box whisker plots gives a good graphical image of the concentration of the data,4,3
BasicML034,It is also called box and whisker plots.they give good graphical image of the concentration of the data.like we use histogram,4,4
BasicML034,It is also called box whisker plot.it helps us  to approach  good graphical representation,3,2
BasicML018,It is an approach to analyze the data using visual techniques,3,3
BasicML018,it is an approach to analyze the data using visual techniques,3,3
BasicML041,It is an estimator measure the average of error squares and average squared difference between the estimate values and true values,5,5
BasicML017,It is an observation that lies an abnormal distance from other values,3,3
BasicML017,It is an observation that lies an abnormal distance from other values in a random sample from a population,5,5
BasicML017,It is an observation that lies an abnormal distance from other values in a random sample from a population.,5,5
BasicML017,"It is an observation that lies an abnormal distance from other values in a random sample
From population",5,5
BasicML017,It is an observation that lies outside overall pattern distribution,3,3
BasicML031,It is data visualization  method .by using this method  we can differentiate based on the colors intensity (hue),4,4
BasicML049,It is function in sklearn model used to shuffle and splitting data arrays.,3,3
BasicML045,It is just like bar graph but difference is histogram is value vs value graph whereas bar graph is value vs string graph.,2,2
BasicML047,It is labelled or named data which can be divided into various groups that do not overlap.In this case data is not measured or evaluated.,4,4
BasicML028,It is library in Python with it we can work on arrays,3,2
BasicML005,"It is made such a way that both code and text can be written,it provides us GPU while working with large data(in ML)",3,3
BasicML033,It is one of the eavaluation metrices for regression problems. It is the measure of errors.,3,3
BasicML028,"It is python library which provide multidimensional array object, various derived objects. ",3,3
BasicML045,It is same as bar graphs in appearance.It is a group of data points into user specified ranges.We can observe the data very easily which is provided in a Histogram.,5,5
BasicML033,It is the average of all absolute error (amount of errors in our measurement).that means the actual data value and the value predicted by the model ,5,5
BasicML041,"It is the average of squares of difference between original values and predicted values. MSE is implemented using sklearn. From sklearn. metrics important mean_squared_error(y_true, y_pred) ",5,5
BasicML041,It is the average squared difference between estimated values and true values.,4,4
BasicML041,It is the average squared difference of estimated value and true value.,4,4
BasicML033,It is the difference between actual data and predicted data,3,3
BasicML033,It is the difference between actual data and value predicted ,2,2
BasicML041,It is the mean/average of squared errors.,4,4
BasicML024,It is the possible types the data can be segregated into.,1,1
BasicML019,It is type of ml in which datasets are labelled.,2,2
BasicML015,It is use to show relationship between two variables,0,0
BasicML016,It is use to show relationship between two variables,2,2
BasicML031,It is used in webpages l. It used in data visualization.,1,1
BasicML023,"It is used to access arrays.
It helps to work with matrices, linear algebra.
Numpy arrays use less memory.
",3,3
BasicML018,It is used to analyze data sets and to summarize the characteristics of it,3,3
BasicML034,It is used to describe the data,3,2
BasicML046,"It is used to detect any missing values in the dataset. It returns Boolean values. If the values of the dataset are like NA i.e., missing, it returns True. Otherwise it returns False.",5,5
BasicML046,It is used to detect the missing values in the given object.,4,4
BasicML025,It is used to evaluate machine learning models on limited data,4,3
BasicML032,It is used to extract the unique values.,3,3
BasicML032,It is used to extract unique values from the columns ,3,3
BasicML046,It is used to find missing values in a given obsject and it gives the output in NA form,4,4
BasicML032,it is used to get unique values in a dataset in a column,3,2
BasicML039,It is used to know the most frequently repeated values in the data.,1,1
BasicML032,It is used to know the unique values of various columns in the data,3,3
BasicML031,It is used to show user behaviour on particular webpages or webpage templates,2,2
BasicML049,it is used to split the data in the datset by a specific classification accord to ouyr needs and giving it in an algorithm to train a machine,4,4
BasicML049,It is used to splitting data arrays.,2,2
BasicML018,It is what you do to understand and get familiar with your data and generate information,3,2
BasicML025,"It is a statistical method of evaluating and comparing learning algorithms by dividing data into two segments:
 one used to learn or train a model and the other used to validate the mode",5,4
BasicML030,"It makes understanding of a data easy.
Also analysing data is more easy.",3,3
BasicML005,"It offers GPU, comes with all libraries of python. ",1,1
BasicML019,it predicts accurately,0,0
BasicML005,It provides chance to change our source code ,0,1
BasicML005,"It provides noteboook to write
It directly upload the data into GitHub
We can import data sets in it",3,3
BasicML005,"It provides the coding environment , where we can text and also code . It can also backup the code file to google drive or gith hub",2,3
BasicML031,it show behavior on webpages like where we clicked on a webpage etc..,2,2
BasicML046,It shows entire columns with null values,1,1
BasicML023,It takes less memory space and provides better runtime speed.,2,2
BasicML033,it tells us about the average difference of actual data.,3,3
BasicML033,It tells us that the average difference between the actual data value and the value predicted by model is 2.428,3,3
BasicML041,It Tells you how close a regression line is to set of points,3,3
BasicML023,"It uses less memory 
It used for mathematical calculations",2,2
BasicML027,It uses ML algorithms to analyze unlabeled datasets.,2,2
BasicML007,It's a structure of code which is written in simple and understandable way independent of programming languages.,4,4
BasicML026,It's about how exactly the model works,3,3
BasicML031,It's describe the data that uses the colour,2,1
BasicML028,It's is a python Library that provides a multidimensional array object and derived objects,3,3
BasicML019,its use of labeled datasets to train algorithms that to classify data or predict outcomes accurately,5,5
BasicML015,"joining and merging of data, great data handling",2,2
BasicML047,Labelled data that can be converted into groups.,2,2
BasicML024,learning from labeled data,3,2
BasicML017,lies an abnormal distance from other values in a random sample from a population of an outlier,5,5
BasicML037,"line plot , strip plot.",3,2
BasicML037,"Line plot,swarm plot",2,2
BasicML014,"Logistic Regression
",1,1
BasicML014,"Logistic regression
Naive Bayes
Decision tree",3,3
BasicML014,"logistic regression, naive Bayes",2,2
BasicML014,"Logistic Regression, Naive Bayes, Decision Tree, Random Forest, LBGM, XGB, Support Vector Machines, K-Nearest Neighbors.",5,5
BasicML014,"Logistic Regression, Naive Bayes, K-Nearest Neighbors",3,3
BasicML014,"Logistic Regression, Naive Bayes, K-Nearest Neighbors, Decision Tree, Support Vector Machines.",5,5
BasicML014,"Logistic regression, Native bayes, K nearest neighbors, Decision tree, Support vector machine",5,5
BasicML014,"Logistic Regression.
Naïve Bayes.
Stochastic Gradient Descent.",2,2
BasicML014,Logistics regression naive Bayes. Stochastic gradient desent k-nearest neighbors discussion tree,4,4
BasicML001,"Machine learning and artificial intelligence are different .by using ML artificial intelligence is processing.ML means training the machines by giving data.machine learning is divided into 4 steps
1.input 2.training 3.prediction 4. Evaluation",3,2
BasicML001,Machine learning is a method of data analysis that automates analytical model building,2,1
BasicML001,"Machine Learning is an Application of Artificial Intelligence (AI) it
gives devices the ability to learn from their experiences and improve
their self without doing any coding.",4,4
BasicML001,Machine learning is an application of artificial intelligence (AI) that provides systems the ability to automatically learn and improve from experience without being explicitly programmed,5,5
BasicML001,Machine learning is an application of artificial that uses algorithm to produce models,1,1
BasicML001,Machine learning is the process of analysing the data and building a model.A given to the machine and it is trained and we can build a model.,4,4
BasicML001,machine learning is the process to make machine to learn itself.,4,4
BasicML035,MAE,1,1
BasicML033,MAE is the difference between the actual value and predicted value,3,3
BasicML033,MAE tells us the average difference between the actual data value and the value predicted by the model is 2.42,2,2
BasicML040,Matplotlib is used to adjust the size of the figure so seaborn need matplotlib,3,3
BasicML003,Mean = Sum of values/total no.of values,3,3
BasicML033,Mean Absolute Error calculates the average difference between the calculated values and actual values. It is used as evaluation metrics for regression models in machine learning.,5,5
BasicML033,Mean Absolute Error is a measure of errors between the observations.,3,2
BasicML033,Mean absolute error is used to tell the average difference between the actual data value and predicted value. ,5,5
BasicML035,"Mean absolute error
Mean squarred error",3,3
BasicML035,"Mean Absolute Error, Mean Squared Error etc",3,4
BasicML035,"mean absolute error,mean squared error,root mean squared error",5,5
BasicML035,"Mean absolute error.
Mean square error.
Root Mean square error.
",5,5
BasicML003,mean is like avearage,1,0
BasicML003,Mean is sum of observations divide with total number of observations,3,3
BasicML003,mean is the sum of all the elements in the data divided by total number of elements,3,3
BasicML035,"Mean square error 
Mean Absolute Error",3,3
BasicML035,"Mean square error , mean absolute error",3,3
BasicML035,"mean square error , mean absolute error",3,3
BasicML035,"Mean square error
Mean absolute error
adjust R square",5,5
BasicML042,"Mean square error
Root. Mean square error
Mean absolute error",0,0
BasicML041,Mean squared error (MSE) measures the average squared difference between the estimated values and the actual value.,4,4
BasicML041,mean squared error means difference between the excepted output to the actual output,3,3
BasicML041,Mean squared error measures the average of error squares.,3,2
BasicML035,"Mean Squred Error (MSE), Root Mean Squared Error (RMSE), Mean Absolute Error(MAE).",5,5
BasicML035,"Mean Squred Error (MSE), Root Mean Squared Error (RMSE), Mean Absolute Error(MAE).",5,5
BasicML035,"Mean Squred Error, Root Mean Squared Error , Mean Absolute Error",5,5
BasicML003,mean(),2,2
BasicML003,Mean=sum of terms/number of terms,3,3
BasicML015,"Merging and joining of datasets, Cleaning up data, Handling missing data etc..",3,3
BasicML025,Method used to compare algorithms.,0,0
BasicML001,Ml is an application of artificial intelligence .that provides a ability to learn automatically by experience.,4,4
BasicML001,Ml is used for training a machine with sample input and out put,2,2
BasicML039,mode is a value which has highest frequency in given observations.,5,5
BasicML039,Mode is defined as the value that appears more frequently ,4,4
BasicML027,model look for patterns in a dataset,1,1
BasicML039,most frequently occured value in a dataset,3,3
BasicML039,Most frequently occurring value,3,3
BasicML039,most repeated elements declared as mode,4,4
BasicML041,"MSE = mean squared error 
It is squared difference between actual value and mean value/total no.of values",5,5
BasicML041,MSE is defined as Mean or Average of the square of the difference between actual and estimated values.,5,5
BasicML041,MSE measures the average of error squares.The average squared difference between the estimated values and true value.,5,5
BasicML035,"MSE, MAE, RMSE",5,5
BasicML035,"MSE, RMSE ",3,3
BasicML035,"MSE,RMSE,MAE",5,5
BasicML023,"multidimensional,less data 
",2,1
BasicML014,"Naïve Bayes,Random Forest",2,2
BasicML014,"Naive Bayes
Random forest
Decision tree
Logistic regression",4,4
BasicML014,"Naive Bayes, K-Nearest Neighbors, Decision Tree, Support Vector Machines. ",4,4
BasicML047,Named data which can divide into various groups that do not overlap,3,3
BasicML014,NaN,0,0
BasicML020,NaN,0,0
BasicML014,Natural language that depends on machine learning,0,0
BasicML043,ndarray[],0,0
BasicML040,No,0,0
BasicML025,No idea,0,0
BasicML002,"No,the problems in the kaggle can done with a kid also who is studying 6th class",0,0
BasicML020,"no. of classes it is a classification of two groups,i.e.classifies objects in at most two classes.There can be any number of classes classifies the object into more than two classes.",1,1
BasicML022,No. of correct predictions/Total no. of predictions,2,2
BasicML039,No.of ,0,0
BasicML020,"no.of classes It is a classification of two groups, i.e. classifies objects 
in at most two classes. There can be any number of classes
 classifies the object into more than two classes",4,4
BasicML020,"no.of classes It is a classification of two groups, i.e. classifies objects in at most two classes. There can be any number of classes in it, i.e., classifies the object into more than two classes.",4,3
BasicML022,No.of true positives divided by the total number of true and flase positives.,4,4
BasicML047,nominal data (also known as nominal scale) is a type of data that is used to label variables without providing any quantitative value. ,4,4
BasicML047,Nominal data is a named data which can be divided into various groups that do not overlap.,3,3
