QuestionID,StudentAnswer,Score1,Score2
PythonQ032,Del() is a keyword and remove() is the method,2,2
PythonQ032,Del() removes total values containing in string where as remove() is used for removing certain element from the string. ,3,2
PythonQ057,"dictionay for keyword arguments, tuple for non-keyword arguments",2,2
PythonQ057,different number of arguments can be sent in different function calls. for eg. we can send 1 argument or 2 arguments or more than 2 arguments to a function,2,2
PythonQ024,Divides the number on its left by the number on its right and return a floating point value is called division operator's.,2,2
PythonQ024,Divides the number on its left by the number on its right and returns a floating point value.,2,2
PythonQ024,Division operator is used to get quotient of the number,2,2
PythonQ024,"Division operator""/ "" divides the number returns the floating point value
""//"" It returns the",2,2
PythonQ024,division operatora are / and // in python,2,2
PythonQ024,"Division operators are of two types 1)/ and 2)//
1)/ it divide left to right and give Boolean value
2)//it divide left to right and return total values
",2,2
PythonQ024,"division operators are the operators which use division to do a particular task.like   /, %,//etc.., which corresponds to division,modular division, quotient division
",2,2
PythonQ024,division operators available in python are / and //,2,2
PythonQ024,"Division operators in python are : / ,//",2,2
PythonQ020,"dynamic, free and open source",3,2
PythonQ056,Easy way to call a function and makes the program simpler,2,2
PythonQ052,except,2,2
PythonQ051,Exception is a special case in python we write code handler in it,2,2
PythonQ051,exception is special case in python we write code handler in it.,2,2
PythonQ064,Explicit type means data conversation done by programmer,2,2
PythonQ023,Exponential power it can calculate the exponents.,2,2
PythonQ023,exponentiation power ,2,2
PythonQ047,"filter() , map()",2,2
PythonQ047,"filter(),map()",2,2
PythonQ023,Finds the power of a number,2,2
PythonQ022,"For I in range(50,500):
     I = I + 1
     print (I)",2,2
PythonQ022,"for i in range(50,500):
    Print(I)",2,2
PythonQ022,for i in range(500): print(i),3,2
PythonQ022,for loop or list comprehension along with range object can be used to generate numbers from 50 to 500,2,2
PythonQ022,for loop or list comprehension or while loop along with range object can be used to generate numbers from 50 to 500,2,2
PythonQ048,For which the variable is acsseble,2,2
PythonQ057,from this we can pass any number of arguments,2,2
PythonQ002,Function is a block of instructions build by user,2,2
PythonQ054,gives values to only those parameters to which we want,3,2
PythonQ002,Group of instructions and used any where in the code,3,2
PythonQ012,Group of libraries,3,2
PythonQ054,hey act as the argument value when no argument is passed in the function call.,2,2
PythonQ038,"if  is  for  true  condition 
else  is  for  false condition",2,2
PythonQ028,"if st == st.isdigit():
    print(""YES"")
else:
    print(""FALSE"")",3,2
PythonQ021,"If time complexity is the point of focus, and number of recursive calls would be large, it is better to use iteration. ",2,2
PythonQ026,If we don't no what to write in a code we simply place pass statement in our code,3,2
PythonQ043,If we use python set() function to convert list to set.,3,2
PythonQ065,"If,else,elif,and,or,for, while",2,2
PythonQ067,"If-elif-else is multiple way statement,it is used to check multiple conditions.",3,2
PythonQ019,import and from keywords are used to import modules.,2,2
PythonQ022,"import random

print(random.randint(50,500)) the is to generate random numbers from 50 to 500.by importing random module.",2,2
PythonQ022,"import random
x = random.randint(50, 500) 
print(x)",2,2
PythonQ022,"import random
x=random.randint(50, 500) 
print(x) ",2,2
PythonQ022,"Import random
x=random.randit(50,500)
print(x)",2,2
PythonQ035,"in function1(a,b) call, both a and b are actual parameters",2,2
PythonQ010,In is used to chek whether the given value or character is present or not,3,2
PythonQ033,In python the new block automatically starts unless we use any method in it to continue the block ,2,2
PythonQ067,In python we can write no.of conditions by using elif ,3,2
PythonQ020,"Interpreted language
Free and open source
slow speed",2,2
PythonQ028,isdigit() isnumeric() isdecimal(),2,2
PythonQ028,isdigit() or isnumeric() or isdecimal(),2,2
PythonQ028,Isnumeric(),2,2
PythonQ028,isnumeric() or isdecimal() can be used,2,2
PythonQ057,"it  allows a function to receive any number of arguments.
There are situations where we want a function to handle variable number of arguments according to requirement.",2,2
PythonQ057,It allows any number of arguments,2,2
PythonQ045,It counts the numbers of elements,2,2
PythonQ008,It gives the list of all items in reverse order ,3,2
PythonQ020,"it has many libraries which can be easily used, simple and easy to learn language",2,2
PythonQ059,it is a code templates for creating objects,2,2
PythonQ062,It is a combination of operators and operands,3,2
PythonQ020,It is a dynamic and high level language. It has many modules which can be imported to look our program easy. ,2,2
PythonQ013,It is a key value pair { : },2,2
PythonQ051,it is a python object that represents an error,2,2
PythonQ060,It is a special symbol which is used for logical and arithmetic operators,2,2
PythonQ050,it is an argument is where you provide a name to variable as you pass it into function ,2,2
PythonQ023,It is an exponential operator and it is used to find powers of numbers ,3,2
PythonQ010,It is an inbuilt keyword in python.This is used to check whether a value exists in a given loop or lists.,3,2
PythonQ059,It is blueprint for creating objects,3,2
PythonQ020,"It is simple, accessable, used in various fields",2,2
PythonQ062,"It is the combination of operators , variables or constants",3,2
PythonQ063,It is the conversion of one data type to another,3,2
PythonQ015,It is to covert one datatype to other,2,2
PythonQ023,It is used for exponentiation,3,2
PythonQ023,It is used for exponentiation. 2**2=4,3,2
PythonQ023,It is used for performing exponential of number,3,2
PythonQ008,It is used reverse the list,3,2
PythonQ010,It is used to check whether the specific element is exist or not. ,3,2
PythonQ059,It is used to create an objects,2,2
PythonQ023,It is used to find the power of the given value.,3,2
PythonQ010,it is used to find whtether the element is there in the particular elements or not,3,2
PythonQ008,It is used to reverse something,1,2
PythonQ026,It is used when u don't want the code to execute,2,2
PythonQ026,it is used when we don't know which code to write,2,2
PythonQ026,It is used when we want code to execute,2,2
PythonQ056,"It reduces time complexity
We can solve problems easily",2,2
PythonQ023,it returns the power of the given number,3,2
PythonQ008,It reverse the given list [slicing],3,2
PythonQ014,it splits at particular character,2,2
PythonQ021,"It takes less time to execute, time complexity.",2,2
PythonQ023,It used for raising the power of a number.,2,2
PythonQ010,It verifies whether the character Or number that we specified is in that that list Or string Or tuple,3,2
PythonQ010,It will let us know weather the given elements in given data type,3,2
PythonQ021,Iterate does not used the stack so it is faster than recursive,2,2
PythonQ021,Iteration does not use stack,2,2
PythonQ021,Iterative does not use stack so it's faster than recursive,2,2
PythonQ021,Iterative does not use the stack so it's faster than recursive,2,2
PythonQ021,Iterative functions are better than recursive because of efficiency and complexity.,3,2
PythonQ021,iterative functions are faster than recursive counterparts,2,2
PythonQ021,"iterative functions consumes less memory, so they are better.",2,2
PythonQ021,Iterative functions do not use stack so it's faster,2,2
PythonQ021,Iterative functions perform better than recursive functions because in case of recursive functions we need to call the function everytime.Whereas in case of iterative function there is no need to call the function everytime.,2,2
PythonQ021,It's easy to iterate loops for many times as we wish rather than calling the recursive function.,2,2
PythonQ045,It's used to number of elmensta occurs in the list,2,2
PythonQ005,"l=[int(x) for x in input().split()]
a=sum(l)
print (a)",2,2
PythonQ005,"l=[int(x) for x in input().split()]
sum=0
for i in range(0,len(l)):
	sum=sum+l[i]
print(""sum of elements is"",sum)",2,2
PythonQ047,"Lambda function  filter(), map()",2,2
PythonQ029,length(): The length() method is a method which is applicable for string objects. length() method returns the number of characters presents in the string. The length() method is applicable for string objects but not for arrays.,3,2
PythonQ012,Library,2,2
PythonQ005,"list = [ ]
a = int(input('Enter no.of elements :')) 
for i in range(a):
 numbers = int(input('enter '+str(i)+' index element') 
 list.append(numbers)
print(sum(list)) ",2,2
PythonQ001,"List, dictionaries",3,2
PythonQ001,"List, Dictionary",3,2
PythonQ001,"List, dictionary",3,2
PythonQ001,"List, dictionary",3,2
PythonQ001,"List, dictionary,set",3,2
PythonQ005,"List=[]
num=int(input(""how many members""))
for n in range(num):
      number=(int(input('enter numbers'))
       list.append(numbers)
Print(""sum of elements in given list"")",2,2
PythonQ005,"List1=[1,2,3,4,5] 
List2=sum(List1)
Print (List2)",2,2
PythonQ001,Lists,2,2
PythonQ001,Lists,2,2
PythonQ003,Lists are mutable while tuple can't.lists contain multiple built in functions where as tuple contain few.,4,2
PythonQ001,"Lists, sets",3,2
PythonQ004,Local variable only declares inside the function but global variable declares outside the function,3,2
PythonQ009,lower(),2,2
PythonQ009,lower(),2,2
PythonQ009,lower(),2,2
PythonQ009,lower() ,2,2
PythonQ005,"lst = []
num = int(input())
for n in range(num):
    numbers = int(input())
    lst.append(numbers)
print(""Sum of elements in given list is :"", sum(lst))",2,2
PythonQ005,"Lst = [1,2,3,4,5]
Sum = sum(Lst)
print (Sum)",2,2
PythonQ047,map() and reduce(),2,2
PythonQ047,"map(),filter()",2,2
PythonQ047,"map(),filter().etc.. are the lambda functions are used along with few bult-in functions.",2,2
PythonQ047,"map(),reduce()",2,2
PythonQ025,"math , csv , os",3,2
PythonQ025,Math and random,2,2
PythonQ025,"math module
json
abc(abstract base class).",2,2
PythonQ025,"Math module
Pandas module
Numpy module",2,2
PythonQ025,"Math,decimal,string",3,2
PythonQ025,"math,random,decimal.",2,2
PythonQ018,mathematical operations can be easily done,2,2
PythonQ010,Membership operator .,2,2
PythonQ030,"min - minimum, max-maximum",2,2
PythonQ030,"min () : used to find smallest values 
Max() : used to find largest values",2,2
PythonQ012,Module means it contains set of functions. ,3,2
PythonQ057,more number of arguments as tuple or dictionary,2,2
PythonQ003,"Mutable and immutable
[ ] and ( ) ",2,2
PythonQ061,"Numerica literals, string literals,",2,2
PythonQ061,"Numerical, special numbers, Boolean, ",3,2
PythonQ061,"Numericals,string,nobleman,collection s",2,2
PythonQ034,NumPy and SciPy,2,2
PythonQ034,NumPy and SciPy,2,2
PythonQ034,NumPy and SciPy,2,2
PythonQ018,Numpy arrays are Faster than python lists,2,2
PythonQ018,Numpy arrays use less memory than lists,2,2
PythonQ034,"NumPy
Pandas ",2,2
PythonQ034,"Numpy
Pandas
",2,2
PythonQ020,"Object oriented,good start for beginners,interpreted language etc",2,2
PythonQ060,Operaters are the special symbols used to carry out computation.,2,2
PythonQ060,Operates variables or values,2,2
PythonQ060,"Operator is operation on operants , example  a+b, where  a, b are  operants  and  ""+"" is  operator",2,2
PythonQ060,Operator performs arithmatic operations between two operands,2,2
PythonQ060,"Operator, which performs operation on operands is called Operator.",2,2
PythonQ060,Operators are symbol which carry arthimetic and logical operations,2,2
PythonQ060,Operators are the special symbols used to carried out competition. Ex..a= b+c  where + is called operator. ,2,2
PythonQ060,Operators are the symbols used to carry out computation,3,2
PythonQ025,"Os,math modules",2,2
PythonQ034,"Pandas, numpy etc. ",2,2
PythonQ049,Parameters local to function and help to receive actual values,2,2
PythonQ026,pass  statement is used in the place of statement inside a loop or function definition,2,2
PythonQ026,pass is used to write empty functions and loops,3,2
PythonQ026,Pass statement is a place holder which stop occurance of error when there is no code.,2,2
PythonQ026,Pass statement is used to ignore error while there is no code,1,2
PythonQ026,Pass statement is used when there is no need to implement the statement.,3,2
PythonQ023,Power (eg:2**5=32) ,3,2
PythonQ020,"python has so many libraries ,it is also used in machine learniing and web technology also
",2,2
PythonQ020,"Python is high level language 
It is easy to understand 
It is compiler language 
It is platform independent language ",2,2
PythonQ051,Python object that represents an error,2,2
PythonQ045,Python that returns the count of how many times a given object occurs in a List.,2,2
PythonQ052,"Python uses ""try"" and ""except"" keywords to handle exceptions.",2,2
PythonQ052,Python uses TRY and EXCEPT keywords to handle exception .Both keywords are followed by intended blocks ,2,2
PythonQ052,Python uses try and except keywords to handle exceptions. Both keywords are followed by indentation.,2,2
PythonQ052,Python uses try and except keywords to handle exceptions. Both keywords are followed by indented blocks,2,2
PythonQ022,"range(50,501)",2,2
PythonQ042,read() gives only one line and readlines() gives the entire lines from the offset,2,2
PythonQ056,"Recursion can reduce time complexity.
Recursion adds clarity and reduces the time needed to write and debug code.",2,2
PythonQ056,Recursion is a function in function.it reduces the lines of code .time complexity.,2,2
PythonQ056,"Recursion makes easier to code,as it breaks a task into smaller ones.",2,2
PythonQ056,Recursion provides us to use the code again and again.,2,2
PythonQ056,"Reduce time complexity
Repeat difined process until condition fails 
Easy to debug code",2,2
PythonQ047,"reduce, filter, map",2,2
PythonQ032,Remove method will remove some particular element where are the delete method would remove the total string,2,2
PythonQ055,return 1 if n<=2 else return n*fact(n-1),1,2
PythonQ058,return1 if n<2 else return n *factorial(n-1),2,2
PythonQ058,return1 if n==0 or n==1 else return n *factorial(n-1),2,2
PythonQ008,Reverse of  given list  ,3,2
PythonQ008,Reverse the elements in the list,3,2
PythonQ043,set method,2,2
PythonQ002,Set of   statements  runs whenever called,2,2
PythonQ002,Set of code used in several times,3,2
PythonQ060,Special symbols used for computation ,2,2
PythonQ014,Split () method used to split the input data,2,2
PythonQ014,Split() converts string into ordered list of substings,2,2
PythonQ014,split() method divides a string into a list.,3,2
PythonQ014,Split() method helps to split the string into list.,2,2
PythonQ021,"Stack involves in recursion,where  as in iteration their is no stack",2,2
PythonQ028,str. indecimal() ,2,2
PythonQ028,str. isdecimal(),2,2
PythonQ028,str. isdecimal() ,2,2
PythonQ028,str.is decimal(),2,2
PythonQ028,Str.isdecimal(),2,2
PythonQ028,Str.isdecimal(),2,2
PythonQ028,Str.isdecimal(),2,2
PythonQ028,str.isdecimal(),2,2
PythonQ028,str.isdecimal() is used to check weather a value is decimal or string.,2,2
PythonQ028,str.isdecimal() is used to check whether the number is in a string or not,2,2
PythonQ031,strip() methods of string,3,2
PythonQ005,sum(),2,2
PythonQ005,Sum(),2,2
PythonQ005,sum(),3,2
PythonQ005,sum(),3,2
PythonQ005,Sum() ,1,2
PythonQ005,"sum() it is inbuilt function
S = 0
P = 0
R = [ 143 ,234,444]
While(p<len(R)):
            S = S + R[]
             P + = 1
Print("" sum of elements in list"" , R)
",2,2
PythonQ005,"Sum(l):
   Sum=0
  for i in range (0,len (l):
        Sum=Sum+l[i]
  return Sum",2,2
PythonQ005,sum(list()),3,2
PythonQ005,sum(list),2,2
PythonQ060,Symblos used to perform operations ,2,2
PythonQ060,Symbol which operates the operation      examples for operators are add(+) assaign (=),2,2
PythonQ060,Symbols to perform operations,2,2
PythonQ067,test expression and will execute the body of if only when the test condition is True .,2,2
PythonQ037,That means if we are not any parameters..to the code it will consider as default argument as positional argument,2,2
PythonQ056,The code is simpler and shorter and reduces time complexity.,2,2
PythonQ056,the code is simpler and shorter than an iterative code,2,2
PythonQ032,The del keyword doesn't return any value. The remove() method ,2,2
PythonQ054,The formal parameters in a function definition can be assigned a default value,2,2
PythonQ060,the operator is a thing which involves operations between the operants,2,2
PythonQ015,The process of one data type into another data type.,3,2
PythonQ023,The purpose of ** operator is used for finding exponential of number.,3,2
PythonQ010,The purpose of in operator is to check whether it is present or not. ,3,2
PythonQ048,the time of variable stay in memory,2,2
PythonQ024,"There are two types of division operators in python /,//",2,2
PythonQ053,This is a method to define  and to create list,2,2
PythonQ045,this method is used to count elements in a given list,2,2
PythonQ023,This operator used to find power of integer,2,2
PythonQ023,To calculate power to a number of any other number.,2,2
PythonQ010,To check if a value is existing or not,2,2
PythonQ010,To check whether a item is present in a sequence or not.It returns boolean values,2,2
PythonQ010,To check whether the particular thing exists in large amount of data,3,2
PythonQ026,To execute a function without any code in it.,2,2
PythonQ010,To find particular element present or not,3,2
PythonQ023,"to know the powers of one element with respect to the other element element belongs to integer, float etc..,",3,2
PythonQ068,"True,False,None,if,else,while,not,or,and",2,2
PythonQ052,"try ,except",2,2
PythonQ052,try and except,2,2
PythonQ052,try and except,2,2
PythonQ052,try and except,2,2
PythonQ052,try and except,2,2
PythonQ052,Try and except,2,2
PythonQ052,Try and except,2,2
PythonQ052,Try and except,2,2
PythonQ052,try and except keywords,2,2
PythonQ052,try and except keywords,2,2
PythonQ052,Try and except keywords,2,2
PythonQ052,try and except keywords used for exception handling in python,2,2
PythonQ052,try and expect keywords,2,2
PythonQ052,Try except ,2,2
PythonQ052,"try,except",2,2
PythonQ057,"tuple, dictionary, *args, **args",2,2
PythonQ028,Use str. isdecimal() to check if a string contains only numbers. Call the built-in str. isdecimal() method on the target string str to return a boolean value that represents whether all characters of the string are numeric digits or not.,3,2
PythonQ028,Use str.isdecimal(),2,2
PythonQ028,Use str.isdecimal() to check if a string contains only number. Call the built-in str is decimal() method on the  target string str to return a boolean value that represents weather all characters of the string are numeric digits or not.,2,2
PythonQ023,Used to find power of the given numbers .,3,2
PythonQ023,used to give the power of a special value .,2,2
PythonQ019,Using import keyword.for example import math,2,2
PythonQ009,Using lower() function ,3,2
PythonQ035,values present in the function call,2,2
PythonQ057,"Variable length argument is a feature that allows a function to receive any number of arguments. There are situations where we want a function to handle variable number of arguments according to requirement.
1) Sum of given numbers.
2) Minimum of given numbers.
and many more.

Variable number of arguments are represented by three dotes (

",2,2
PythonQ057,Variable length argument takes multiple arguments.,2,2
PythonQ011,Variable=lambda (statement),3,2
PythonQ020,"Vast library, simple language like text message and understable.intepeter language.",2,2
PythonQ004,"We can access Global variable at out side and inside the class also
But local variable can accessed only inside the class",3,2
PythonQ054,We can give the arguments in the function declaration itself.,2,2
PythonQ054,We can give values only to these parameters to which we want to provide other parameters,2,2
PythonQ054,we can give values to only those parameters,2,2
PythonQ054,We can give values to only those parameters which we want to ,2,2
PythonQ028,we can use str.isdecimal() to check if it is a string are not,2,2
PythonQ024,"We have 3 types  of division operators in Python. /,%,// integer division,moduler division , floor division",2,2
PythonQ019,"We import modules using 
import math",2,2
PythonQ052,We use try and except keyword,2,2
PythonQ026,"When the coder doesn't know what code to write ,simply place pass at that time.",3,2
PythonQ026,when the user does not know what code to write is purpose of pass statement.,3,2
PythonQ026,When the user does not want  to execute any code,3,2
PythonQ026,when the user dont know what code should be written then the user uses the pass statement,3,2
PythonQ026,when the user dont know what code to write the he use pass fuction,2,2
PythonQ057,When we need to process a function for more arguments than we specified while defining the function. These arguments are called variable-length arguments ,2,2
PythonQ060,Which instructs the system to perform some operations which are appointed to it,2,2
PythonQ019,with the help of import keyword,2,2
PythonQ022,"X=int(input(""enter the value of the number"")
For x in range 50 to 500
Print (""x"")",2,2
PythonQ007,yes,2,2
PythonQ007,Yes,2,2
PythonQ007,Yes ,2,2
PythonQ007,Yes ,2,2
PythonQ007,"Yes , Code Readability along with proper understanding of  code  for viewers who are not written the code",2,2
PythonQ007,"Yes , we  can specify using spaces.",3,2
PythonQ007,"Yes indentation is required for python
It specify the user about paragraph, statement",3,2
PythonQ007,Yes indentation required for python. It indicates code in python,3,2
PythonQ007,"Yes it is required
",2,2
PythonQ007,Yes required.,2,2
PythonQ040,Yes we can assign ,2,2
PythonQ040,Yes we can assign a default value to a formal parameter ,2,2
PythonQ040,Yes we can assign default value to function,2,2
PythonQ007,"Yes, Indentation is required in python.",3,2
PythonQ007,"Yes, its like following syntax, it give space",2,2
PythonQ007,"Yes,python is case sensitive",2,2
PythonQ040,Yes. By using default parameter,2,2
PythonQ007,"Yes. Indentation is required for python. 
It specify indentation error. ",3,2
PythonQ007,Yes. It specifies the scope or block of a code.,3,2
PythonQ007,"Yes. Python is code is must indented proparley
 ",2,2
PythonQ007,Yes...,2,2
PythonQ023," ""**"" Is used to find powers of a number for example 2**3 means 2*2*2= 8",4,3
PythonQ024," Divides the number on its left by the number on its right and returns a floating point value.
  Divides the number on its left by the number on its right, rounds down the answer, and returns a whole number.",3,3
PythonQ035, passed to the function while calling.,3,3
PythonQ037, positional argument is a name that is not followed by an equal sign (=) and default value. A keyword argument is followed by an equal sign and an expression that gives its default value,4,3
PythonQ043, set() function is used,4,3
PythonQ026," when the user does not have the clarity about the code then we can use ""pass"" at that line. pass is also  used when we don't want to execute some line.",4,3
PythonQ031,"
Here the strip() method is used 
This is given at the end of the string ",3,3
PythonQ024,"
There are three kinds of Division operators in python 
Division -'/' 
Integer Division - % - remainder value
Floor Division - // - quotient value ",3,3
PythonQ010,"""in"" operator used to verify value exists in sequence or not",4,3
PythonQ026,"""Pass"" statement in python is used when user don't want to specify any code block.or if we don't expect any output.",3,3
PythonQ023,** Operator is one of the arithmetic operator in python.its function is like power,4,3
PythonQ023,** operator performs exponential calculation ,3,3
PythonQ024,"/ - division
// - floor division
% - modular division",3,3
PythonQ024,"/ : gives the quotient  of the number if the remainder gives 0,where as //: gives the quotient of the remainder but it rounds down the number.",3,3
PythonQ024,"/ --> gives the float value 
// --> gives the integer value",3,3
PythonQ024,"/ gives the float point value
// Gives the point before number",3,3
PythonQ024,"/- operator used to return float after division
//-operator used to get a whole number after division",3,3
PythonQ024,"// calculate quotient
% calculate remainder
/   Gives decimal value",3,3
PythonQ024,"/: normal division
// : We get only quotient
% : we get remainder",3,3
PythonQ024,"/:divides a number,just like normal division 
//:divides a number and the answer will be rounded up. Gives a whole number as an answer.",4,3
PythonQ024,"/gives the floating point value
//Gives the point before the value",4,3
PythonQ024,"/-integer division
//-float division",3,3
PythonQ022,"[p for p in range(50, 501)]",3,3
PythonQ022,"[x for x in range(50,501)]",3,3
PythonQ022,">>>L[i for i in range(50,500)]
>>>L",3,3
PythonQ022,">>>L=[ i for i in range(50, 500)]
>>>L",3,3
PythonQ022,">>L=[I for range (50,500)]
>>L",3,3
PythonQ025,"1)http
2)CSV
3)copy
4)math
5) OS",3,3
PythonQ052,"1)try
2)except
3)raise",3,3
PythonQ020,"1. It is open
2.easy to understand 
3.object oriented language
4.it is an interpretted language",3,3
PythonQ056,"1. The code may be easier to write.

2. To solve such problems which are naturally recursive such as tower of Hanoi.

3. Reduce unnecessary calling of function.

4. Extremely useful when applying the same solution.

5. Recursion reduce the length of code.

6. It is very useful in solving the data structure problem.",3,3
PythonQ028,"a = input()
b = ""1234567890 ""
flag = 0
for i in a:
	if i in b:
		flag += 1
if flag==len(a):
		print(""all are digits"")
else:
		print(""all are not digits"")",3,3
PythonQ002,A block of code that performs a specific task.,4,3
PythonQ059,a blueprint from which objects are created,3,3
PythonQ059,A class creates a new type and provides a blueprint or a template used for creating objects,3,3
PythonQ059,A class creates a new type and provides a blueprint used for creating objects,3,3
PythonQ059,A class in python is a template that is used for creating objects.,3,3
PythonQ059,A class is a code template for creating objects.,3,3
PythonQ059,A class is a code template for creating objects.,3,3
PythonQ059,A class is a prototype from which objects are created,3,3
PythonQ059,A class is a prototype from which objects are created,3,3
PythonQ059,A class is a user-defined blueprint from which object is created.,3,3
PythonQ059,A class is a user-defined blueprint or prototype from which objects are created.,3,3
PythonQ059,"A class is a user-defined blueprint or prototype from which objects are created. Classes provide a means of bundling data and functionality together. Creating a new class creates a new type of object, allowing new instances of that type to be made.",3,3
PythonQ016,"A comment is a simple line text which is not executed by the interpreter.commend are used to make code understandable.
By using # we can comment in python.",4,3
PythonQ006,A compiler converts source code(high level language) to machine code(low level language) at once.,3,3
PythonQ006,A compiler is a computer program that translates the code written in one programming language into another language. The compiler is mainly used for programs that translate source code from a high-level programming language to a lower level language.,4,3
PythonQ039,A function call it self ,3,3
PythonQ002,A function is a block of instructions that takes input and process it then return the output. ,3,3
PythonQ050,a keyword argument is where you provide a name to the variable and pass it into the  function.,3,3
PythonQ050,A keyword argument is where you provide a name to the variable as you pass it into the function.,3,3
PythonQ053,A list comprehension is a syntactic construct available in some programming languages for creating a list based on existing lists,3,3
PythonQ060,A operator can be defined as the tool used to perform operation on operands,3,3
PythonQ037,A positional argument is a name that is not followed by an equal sign and default value.,3,3
PythonQ048,A variable which can be present on python program about how much time ,3,3
PythonQ025,"abc,copy,os,math etc",4,3
PythonQ035,Actual values that we pass are said to be as actual parameters. ,3,3
PythonQ033,After indentation,3,3
PythonQ033,after indentation,3,3
PythonQ033,After indentation. indentation is defined with spaces.,3,3
PythonQ033,after the indentation ,3,3
PythonQ037,An argument which is a name and not followed by an equal sign and default value.That is called positional argument.And a keyword argument is followed by an equal sign.,3,3
PythonQ051,An error that causes the program to stop at runtime.,3,3
PythonQ051,An exception is an event which occurs during execution of program,3,3
PythonQ062,"An expression is a combination of constants,variables,operators ",3,3
PythonQ062,"an expression is a combination of operators ,contants and variables",3,3
PythonQ062,An expression is a combination of operators and operands,3,3
PythonQ062,An expression is a combination of operators and operands. ,3,3
PythonQ062,"An expression is a combination of operators, constants and variables.",3,3
PythonQ062,"An expression is a combination of operators, constants and variables. ",3,3
PythonQ062,"An expression is a combination of operators,constants and variables",3,3
PythonQ062,"An Expression is a combination of operators,constants and variables.",3,3
PythonQ062,An expression is a number variable or a combination of numbers and operation symbols,3,3
PythonQ062,An expression is an operation which consists of operators and operands.,3,3
PythonQ062,an expression is the combinations variables constants and operatots,3,3
PythonQ062,"An expression it is a made up of constants, variables, and  symbols",3,3
PythonQ062,"An expression should consists any two of operators, variables and constants",3,3
PythonQ060,An operator is a symbol that will perform mathematical operations  on variables or on values,3,3
PythonQ060,"an operator is a symbol that will perform mathematical operations on variables ,strings etc..",3,3
PythonQ011,"Anonymous functions those create by using lamba (which are creating without name). Ex: x=6 z= lambda x:x*x
print(z) 
Output:36",4,3
PythonQ044,append () is append the elements at the end. Extend () is used to give the element at our required position,3,3
PythonQ044,Append adds the argument at the end of list.extend iterates over each element.,4,3
PythonQ057,Argument that allows function to receive more number of arguments,3,3
PythonQ021,as iteration does not use more memory like recursion,3,3
PythonQ021,Because in recursion we call the function so many times so it will take a lot of time so poor performance compared to iterative functions,4,3
PythonQ021,Because iterative function consume less memory than recursive functions,3,3
PythonQ021,because iterative function does not use stacks so iterative functon perform better than recursive function,4,3
PythonQ021,Because iterative takes less storage than recursive. ,3,3
PythonQ018,because numpy arrays ae faster than lists ,3,3
PythonQ054,Benefits be like if the user wana give the same value it can be given as default value.,3,3
PythonQ061,"Boolean,numeric,string",3,3
PythonQ027,Both compiler and  interpreter are the programs used to convert the high level language program int machine languagem.,3,3
PythonQ017,"break  is that is used in loops in python .if break is executed in code that will exit out of the loops
continue 
that is used to in loops to make next iteration",4,3
PythonQ017,"break is used to break the flow 
continue is used to continue",3,3
PythonQ017,Break is used to stop the particular code  whereas continue is to stop the particular code up-to that extent and continue the next method,4,3
PythonQ017,Break prints and exits the loop ... Continue skips and continues running again ,3,3
PythonQ017,"Break- statment (or) keyword which comeout loop from in of the loop.
Continue-statment(or) keyword which come into loop from out of the loop.",3,3
PythonQ031,by using .strip() built in function we can remove the white spaces.,3,3
PythonQ031,By using inbuilt function strip we can remove whitespaces in string ,4,3
PythonQ033,By using indentation ,3,3
PythonQ011,By using lambda.,3,3
PythonQ029,by using len() .,4,3
PythonQ009,By using lower() method.,4,3
PythonQ031,By using lstrip() and rstrip() methods. lstrip() is for left side and rstrip() is for right side,3,3
PythonQ030,"By using min  function we get minimum value, and maximum function  we can get maximum value",4,3
PythonQ031,By using python strip method,3,3
PythonQ031,By using python strip method we can remove all leading whitespaces in strip.we remove specified characters at start and end of a string.,3,3
PythonQ009,By using string . Lower() ,4,3
PythonQ031,By using strip() method,3,3
PythonQ031,By using strip() method we can remove whitespaces in string,3,3
PythonQ036,by using the return function.,3,3
PythonQ030,By using these functions we find out maximum and minimum of list elements,4,3
PythonQ031,By using.strip() built in function we can remove the white spaces . We lstrip() and rstrip() are also used instead,4,3
PythonQ039,Callig itself,3,3
PythonQ063,Changing of data type of a particular data into into another data type,3,3
PythonQ063,Changing one type of literal to another type ex. Str to int,2,3
PythonQ061,"Character,integer,string,float ..",3,3
PythonQ010,Check the given literal present in the text ,3,3
PythonQ059,class creates a new type and provide blue print for creating objects,3,3
PythonQ059,Class creates new type or blue print to create variables,3,3
PythonQ059,class is a blueprint for creating objects.,3,3
PythonQ059,class is a blueprint for creating objects.,3,3
PythonQ059,Class is like a blueprint for creating objects,3,3
PythonQ059,Class is like a blueprint for object,3,3
PythonQ059,Class is protype or blueprint of a object.,2,3
PythonQ059,Class is used for creating objects with desired properties and features,3,3
PythonQ059,Class Provides template or blueprint to create variables .it is used in object oriented programming,3,3
PythonQ059,Class provides template or blueprints to create variables,3,3
PythonQ059,"class provides template,blueprint to create variablesif ",3,3
PythonQ062,"Combination of consonants,variables and operators Eg:a+25,a-b",4,3
PythonQ062,"Combination of operators,constants &variables",3,3
PythonQ062,Combination of values and operators is called expression,3,3
PythonQ016,"Comment is very useful in programs. 
It is used to understand code of the program. To write using # symbol in python. After # we write in our own language in the code. ",4,3
